Player,Shirt_Number,Player_Nation,Player_Position,Player_Age,Minutes_Played,Goals,Assists,Penalty_Kick_Scored,Penalty_Kick_Attempted,Shots,Shots_On_Targer,Yellow_Cards,Red_Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Progresive_Passes,Carries,Progresive_Carries,Dribbles_Attempted,Dribbles_Succesful,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Total_Passing_Distance,Progressive_Passing_Distacne,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_Percentage,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_Percentage,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_Percentage,Assists,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP,Passes_Attempted,Live,Dead,FK,TB,Sw,Crosses,TI,CK,Crs_In,Crs_Out,Crs_Str,Passes_Completed,Passes_Off,Passes_Blocked,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Drib_Tkl,Drib_Chl,Tkl%,Lost,Blocks,Sh_Blocks,Pass_Blocked,Int ,Tkl_Int,Clr,Err,Touches,Def_Pen_Touches,Def_3rd_Touches,Mid_3rd_Touches,Att_3rd_Touches,Att_Pen_Touches,Live_touches,Takeons,Succ_Takeons,Succ_Takeons_%,Takeons_Tkl,Takenone_Tkl_%,Carries,TotDist,PrgDist,PrgC,Final_Third_Carries,Penalty_Carries,MisControls,Disp,Pass_Rec,Pass_Rec_Prg,Yellow_Cards,Red_Cards,2CrdY,Fls,Fld,Off,Crosses,Int,TklW,PKWin,PkCon,OG,Recov,Awon,Alost,Awon_%,Team,Opponenet,Home/Away
Rico Lewis,82,ENG,RB,19-334,90,0,0,0,0,0,0,0,0,70,2,2,1,0.0,0.0,0.1,1,0,60,64,93.8,9,33,5,1,0,60,64,93.8,867,173,36,38,94.7,18,19,94.7,4,5,80.0,0,0.1,0.1,1,7,2,0,9,64,55,9,0,0,0,0,9,0,0,0,0,60,0,0,2,2,0,1,1,0,0,,0,1,0,1,2,4,1,0,70,0,11,27,33,5,70,1,0,0.0,1,100.0,33,207,157,5,1,1,0,0,41,2,0,0,0,0,0,0,0,2,2,0,0,0,7,0,0,,Manchester City,Wolves,Away
Rúben Dias,3,POR,CB,27-159,90,0,0,0,0,2,1,0,0,129,0,1,0,0.1,0.1,0.0,2,0,113,123,91.9,18,98,2,0,0,113,123,91.9,1705,553,54,56,96.4,51,57,89.5,3,3,100.0,0,0.0,0.1,0,17,3,0,18,123,121,2,1,0,0,0,1,0,0,0,0,113,0,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,129,1,11,63,56,3,129,0,0,,0,,98,513,308,2,13,0,1,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,100.0,Manchester City,Wolves,Away
Sávio,26,BRA,"RM,LM",20-193,72,0,0,0,0,4,1,1,0,87,3,0,1,0.3,0.3,0.3,7,0,52,68,76.5,5,55,10,11,2,52,68,76.5,698,222,32,35,91.4,15,22,68.2,2,4,50.0,0,0.3,0.9,3,0,6,1,5,68,64,4,1,1,0,13,0,3,1,2,0,52,0,4,3,2,0,2,1,1,1,100.0,0,1,0,1,0,3,0,0,87,0,2,11,75,5,87,11,2,18.2,5,45.5,55,371,243,10,4,1,2,2,63,16,1,0,0,1,2,0,13,0,2,0,0,0,5,0,0,,Manchester City,Wolves,Away
İlkay Gündoğan,19,GER,"CM,DM",33-362,90,0,0,0,0,3,1,0,0,91,0,0,1,0.4,0.4,0.2,5,0,65,83,78.3,6,47,3,0,0,65,83,78.3,951,157,42,46,91.3,18,23,78.3,3,9,33.3,0,0.2,0.2,3,5,0,0,6,83,69,14,2,0,0,11,1,9,5,1,0,65,0,4,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,91,0,4,22,65,11,91,0,0,,0,,47,254,103,3,1,1,1,3,67,13,0,0,0,1,1,0,11,0,0,0,0,0,6,2,2,50.0,Manchester City,Wolves,Away
Alexis Mac Allister,10,ARG,DM,25-301,10,0,0,0,0,0,0,1,0,12,2,0,0,0.0,0.0,0.0,1,0,8,10,80.0,1,6,0,0,0,8,10,80.0,144,47,2,2,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,8,0,2,2,1,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,12,0,0,10,2,0,12,0,0,,0,,6,9,5,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,Liverpool,Chelsea,Home
Andrew Robertson,26,SCO,LB,30-223,90,0,0,0,0,0,0,0,0,62,3,0,1,0.0,0.0,0.0,1,0,47,55,85.5,4,27,0,0,0,47,55,85.5,943,362,16,17,94.1,25,27,92.6,6,10,60.0,0,0.0,0.0,1,4,0,0,4,55,46,8,0,0,0,1,7,1,1,0,0,47,1,0,3,2,2,1,0,3,4,75.0,1,1,1,0,0,3,2,0,62,4,23,34,5,0,62,0,0,,0,,27,67,35,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,,Liverpool,Chelsea,Home
Cody Gakpo,18,NED,LW,25-166,65,0,0,0,0,1,0,0,0,23,2,0,3,0.0,0.0,0.2,2,0,10,14,71.4,2,13,1,1,0,10,14,71.4,189,47,6,9,66.7,3,3,100.0,1,1,100.0,0,0.2,0.2,1,1,1,0,2,14,12,2,0,1,1,1,2,0,0,0,0,10,0,1,2,1,0,0,2,2,3,66.7,1,3,0,3,0,2,0,0,23,0,3,6,14,2,23,1,0,0.0,1,100.0,13,39,22,1,0,1,0,0,13,4,0,0,0,2,1,1,1,0,1,0,0,0,3,1,1,50.0,Liverpool,Chelsea,Home
Curtis Jones,17,ENG,DM,23-264,80,1,0,0,0,2,2,0,0,52,3,1,1,0.8,0.8,0.0,3,1,37,42,88.1,3,33,1,2,1,37,42,88.1,560,144,20,21,95.2,15,17,88.2,2,3,66.7,0,0.0,0.0,2,4,0,0,3,42,41,0,0,0,0,0,0,0,0,0,0,37,1,0,3,2,0,2,1,2,3,66.7,1,1,1,0,1,4,0,0,52,2,7,37,9,3,52,2,1,50.0,1,50.0,33,129,64,1,0,0,0,0,37,3,0,0,0,0,2,0,0,1,2,1,0,0,6,0,1,0.0,Liverpool,Chelsea,Home
Darwin Núñez,9,URU,FW,25-118,61,0,0,0,0,0,0,1,0,14,3,0,0,0.0,0.0,0.0,2,0,6,8,75.0,1,9,0,0,0,6,8,75.0,115,76,3,5,60.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,8,8,0,0,1,0,0,0,0,0,0,0,6,0,0,3,3,2,1,0,0,1,0.0,1,0,0,0,0,3,2,0,14,3,7,4,4,0,14,0,0,,0,,9,39,26,0,0,0,1,1,9,3,1,0,0,3,4,2,0,0,3,0,0,0,3,2,3,40.0,Liverpool,Chelsea,Home
Diogo Jota,20,POR,FW,27-321,29,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,3,2,0,0,2,2,100.0,46,9,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,2,2,0,4,0,0,,0,,3,40,37,2,1,0,1,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Liverpool,Chelsea,Home
Dominik Szoboszlai,8,HUN,AM,23-361,90,0,0,0,0,1,1,1,0,47,0,1,3,0.2,0.2,0.0,1,1,31,38,81.6,5,20,3,0,0,31,38,81.6,420,88,20,22,90.9,9,12,75.0,1,2,50.0,0,0.0,0.0,0,3,0,0,5,38,35,3,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,3,0.0,3,3,1,2,1,1,1,0,47,3,9,27,11,4,47,0,0,,0,,20,105,52,3,1,1,1,2,28,3,1,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0.0,Liverpool,Chelsea,Home
Ibrahima Konaté,5,FRA,CB,25-148,90,0,0,0,0,0,0,1,0,46,1,0,1,0.0,0.0,0.0,0,0,36,40,90.0,2,23,0,0,0,36,40,90.0,677,236,9,9,100.0,25,27,92.6,1,2,50.0,0,0.0,0.0,0,0,0,0,2,40,38,2,2,0,0,0,0,0,0,0,0,36,0,1,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,2,0,46,5,28,17,1,0,46,0,0,,0,,23,86,43,0,0,0,0,0,31,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,Liverpool,Chelsea,Home
Joe Gomez,2,ENG,RB,27-150,10,0,0,0,0,0,0,0,0,10,3,1,0,0.0,0.0,0.0,0,0,2,7,28.6,0,3,0,0,0,2,7,28.6,21,5,2,5,40.0,0,0,,0,2,0.0,0,0.0,0.0,0,0,0,0,0,7,5,2,1,0,1,0,1,0,0,0,0,2,0,0,3,2,2,1,0,3,3,100.0,0,0,0,0,1,4,0,0,10,1,6,3,1,0,10,0,0,,0,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,,Liverpool,Chelsea,Home
Luis Díaz,7,COL,LW,27-281,25,0,0,0,0,2,1,0,0,15,1,0,0,0.1,0.1,0.0,1,0,9,11,81.8,1,9,1,2,1,9,11,81.8,134,13,5,6,83.3,3,3,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,15,0,2,8,7,1,15,2,1,50.0,0,0.0,9,94,59,1,1,0,0,0,13,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0.0,Liverpool,Chelsea,Home
Mohamed Salah,11,EGY,RW,32-127,90,1,1,1,1,1,0,0,0,38,1,1,0,0.8,0.0,0.7,4,2,17,31,54.8,3,31,1,4,3,17,31,54.8,287,128,10,12,83.3,4,8,50.0,3,8,37.5,1,0.7,0.1,2,2,2,1,3,31,28,1,0,0,0,1,1,0,0,0,0,17,2,1,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,38,1,3,20,16,4,37,4,3,75.0,1,25.0,31,217,59,1,2,2,3,3,33,9,0,0,0,0,1,1,1,1,0,0,0,0,6,0,1,0.0,Liverpool,Chelsea,Home
Ryan Gravenberch,38,NED,DM,22-157,90,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,2,0,34,39,87.2,2,25,1,0,0,34,39,87.2,500,80,16,17,94.1,17,18,94.4,0,3,0.0,0,0.0,0.0,0,1,0,0,2,39,39,0,0,0,0,0,0,0,0,0,0,34,0,1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,46,4,12,31,4,0,46,0,0,,0,,25,137,61,1,1,0,3,0,33,2,0,0,0,3,1,0,0,0,1,0,0,0,6,2,0,100.0,Liverpool,Chelsea,Home
Trent Alexander-Arnold,66,ENG,RB,26-013,80,0,0,0,0,0,0,0,0,44,4,1,2,0.0,0.0,0.0,0,0,24,35,68.6,0,13,0,1,0,24,35,68.6,343,131,17,20,85.0,6,7,85.7,1,7,14.3,0,0.0,0.0,0,1,0,0,0,35,23,11,5,0,0,1,6,0,0,0,0,24,1,0,4,4,4,0,0,3,4,75.0,1,2,1,1,1,5,4,0,44,6,19,20,7,0,44,1,0,0.0,1,100.0,13,17,11,0,0,0,0,0,13,0,0,0,0,0,1,0,1,1,4,0,0,0,2,0,1,0.0,Liverpool,Chelsea,Home
Virgil van Dijk,4,NED,CB,33-104,90,0,0,0,0,1,0,0,0,70,1,1,0,0.0,0.0,0.0,0,0,54,63,85.7,4,36,0,0,0,54,63,85.7,905,326,27,28,96.4,23,25,92.0,3,8,37.5,0,0.0,0.0,0,2,0,0,4,63,60,3,1,0,1,0,0,0,0,0,0,54,0,1,1,1,1,0,0,0,0,,0,0,0,0,1,2,4,0,70,15,34,35,1,1,70,0,0,,0,,36,112,26,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,100.0,Liverpool,Chelsea,Home
Benoît Badiashile,5,FRA,CB,23-208,38,0,0,0,0,0,0,0,0,47,1,1,0,0.0,0.0,0.0,0,0,42,43,97.7,3,26,1,0,0,42,43,97.7,851,215,10,10,100.0,26,27,96.3,5,5,100.0,0,0.0,0.0,0,2,0,0,3,43,41,2,2,0,0,0,0,0,0,0,0,42,0,0,1,1,0,1,0,0,0,,0,0,0,0,1,2,2,0,47,4,22,24,1,0,47,0,0,,0,,26,113,80,1,1,0,0,0,34,1,0,0,0,2,1,0,0,1,1,0,0,0,1,2,0,100.0,Chelsea,Liverpool,Away
Christopher Nkunku,18,FRA,LW,26-341,15,0,0,0,0,1,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,7,7,100.0,1,9,0,2,0,7,7,100.0,105,22,3,3,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,7,6,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,11,1,2,3,6,1,11,2,0,0.0,1,50.0,9,41,27,0,1,0,0,0,9,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100.0,Chelsea,Liverpool,Away
Cole Palmer,20,ENG,AM,22-167,90,0,0,0,0,4,0,0,0,43,0,0,1,0.4,0.4,0.1,4,0,25,30,83.3,3,27,2,5,1,25,30,83.3,484,68,12,13,92.3,9,10,90.0,4,6,66.7,0,0.1,0.2,1,4,0,0,3,30,25,5,1,0,2,3,0,1,1,0,0,25,0,1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,43,1,4,24,16,4,43,5,1,20.0,3,60.0,27,156,48,2,2,0,1,1,29,5,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,,Chelsea,Liverpool,Away
Enzo Fernández,8,ARG,DM,23-277,38,0,0,0,0,0,0,0,0,25,1,0,1,0.0,0.0,0.0,1,0,18,22,81.8,3,13,1,0,0,18,22,81.8,350,104,9,10,90.0,7,8,87.5,2,3,66.7,0,0.0,0.0,1,2,1,0,3,22,21,1,0,0,1,1,0,1,0,0,0,18,0,0,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,25,1,4,15,6,0,25,0,0,,0,,13,80,31,1,2,0,0,1,19,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,Chelsea,Liverpool,Away
Jadon Sancho,19,ENG,LW,24-209,45,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,19,22,86.4,3,17,3,3,0,19,22,86.4,204,32,14,15,93.3,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,1,0,3,22,21,1,0,0,0,0,1,0,0,0,0,19,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,0,3,5,18,5,26,3,0,0.0,3,100.0,17,131,65,3,5,3,1,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Chelsea,Liverpool,Away
Levi Colwill,6,ENG,CB,21-237,90,0,0,0,0,0,0,0,0,88,2,0,0,0.0,0.0,0.0,1,0,71,81,87.7,5,52,0,1,1,71,81,87.7,1255,506,27,29,93.1,37,40,92.5,6,8,75.0,0,0.0,0.0,0,7,0,0,5,81,77,4,2,0,1,0,1,0,0,0,0,71,0,1,2,2,2,0,0,1,2,50.0,1,0,0,0,0,2,3,0,88,5,37,50,1,0,88,1,1,100.0,0,0.0,52,243,152,0,0,0,0,1,66,0,0,0,0,3,1,0,0,0,2,0,1,0,7,1,2,33.3,Chelsea,Liverpool,Away
Malo Gusto,27,FRA,"LB,RB",21-154,90,0,0,0,0,2,0,0,0,79,3,4,2,0.1,0.1,0.0,1,1,58,65,89.2,8,45,3,3,1,58,65,89.2,881,374,33,33,100.0,22,25,88.0,2,5,40.0,0,0.0,0.0,0,4,1,1,8,65,60,5,1,0,0,3,4,0,0,0,0,58,0,1,3,3,1,2,0,2,3,66.7,1,2,0,2,4,7,0,0,79,0,17,42,21,4,79,3,1,33.3,2,66.7,45,247,139,3,2,0,0,1,53,3,0,0,0,1,0,0,3,4,3,0,0,0,4,0,1,0.0,Chelsea,Liverpool,Away
Moisés Caicedo,25,ECU,DM,22-353,90,0,1,0,0,0,0,0,0,57,1,0,0,0.0,0.0,0.3,3,1,43,53,81.1,10,38,2,1,1,43,53,81.1,732,211,17,18,94.4,19,25,76.0,4,5,80.0,1,0.3,0.3,2,8,1,0,10,53,51,2,2,2,1,1,0,0,0,0,0,43,0,2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,57,0,7,38,12,2,57,1,1,100.0,0,0.0,38,186,102,2,1,0,3,2,46,1,0,0,0,2,3,0,1,0,1,0,0,0,4,0,0,,Chelsea,Liverpool,Away
Nicolas Jackson,15,SEN,FW,23-122,90,1,0,0,0,2,1,1,0,18,0,0,1,0.3,0.3,0.0,0,0,7,11,63.6,2,7,1,2,1,7,11,63.6,91,22,2,4,50.0,3,5,60.0,0,0,,0,0.0,0.0,0,1,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,18,0,0,11,7,2,18,2,1,50.0,1,50.0,7,42,20,1,0,0,3,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Chelsea,Liverpool,Away
Noni Madueke,11,ENG,RW,22-224,75,0,0,0,0,1,1,0,0,33,1,0,0,0.0,0.0,0.1,1,0,23,25,92.0,0,28,8,5,2,23,25,92.0,292,28,16,17,94.1,4,5,80.0,1,1,100.0,0,0.1,0.1,1,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,33,0,3,9,22,6,33,5,2,40.0,3,60.0,28,231,132,8,3,5,3,1,29,7,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,100.0,Chelsea,Liverpool,Away
Pedro Neto,7,POR,"LW,RW",24-225,45,0,0,0,0,1,0,0,0,29,0,0,0,0.0,0.0,0.2,5,0,20,25,80.0,1,21,2,2,0,20,25,80.0,362,51,6,8,75.0,11,13,84.6,2,3,66.7,0,0.2,0.1,3,0,3,2,1,25,24,1,0,0,0,3,1,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,29,1,2,7,20,0,29,2,0,0.0,2,100.0,21,197,88,2,3,0,0,0,25,8,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,100.0,Chelsea,Liverpool,Away
Reece James,24,ENG,RB,24-317,52,0,0,0,0,0,0,0,0,60,1,1,0,0.0,0.0,0.0,2,0,45,55,81.8,2,32,0,0,0,45,55,81.8,883,327,14,14,100.0,26,29,89.7,4,11,36.4,0,0.0,0.0,0,7,0,0,2,55,46,9,2,0,0,6,5,2,1,0,0,45,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,60,1,22,23,15,0,60,0,0,,0,,32,90,42,0,0,0,1,0,41,0,0,0,0,1,1,0,6,1,1,0,0,0,1,1,1,50.0,Chelsea,Liverpool,Away
Renato Veiga,40,POR,LB,21-083,38,0,0,0,0,1,0,1,0,36,0,0,0,0.1,0.1,0.0,0,0,22,30,73.3,2,17,0,2,0,22,30,73.3,412,110,5,6,83.3,10,14,71.4,4,7,57.1,0,0.0,0.1,0,1,1,0,2,30,24,6,4,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,36,0,7,19,11,1,36,2,0,0.0,2,100.0,17,91,13,0,2,0,0,0,21,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,100.0,Chelsea,Liverpool,Away
Roméo Lavia,45,BEL,DM,20-288,52,0,0,0,0,0,0,0,0,30,2,2,2,0.0,0.0,0.0,0,0,21,22,95.5,0,18,1,3,3,21,22,95.5,319,79,12,13,92.3,8,8,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,21,0,0,2,1,0,2,0,0,1,0.0,1,2,0,2,2,4,0,0,30,1,14,10,7,0,30,3,3,100.0,0,0.0,18,116,64,1,2,0,0,1,18,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,100.0,Chelsea,Liverpool,Away
Tosin Adarabioyo,4,ENG,CB,27-026,52,0,0,0,0,0,0,1,0,48,0,0,0,0.0,0.0,0.0,0,0,43,46,93.5,0,30,0,0,0,43,46,93.5,686,174,24,25,96.0,18,19,94.7,1,2,50.0,0,0.0,0.0,0,1,0,0,0,46,44,2,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,48,6,30,17,1,0,48,0,0,,0,,30,106,37,0,0,0,0,0,39,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Chelsea,Liverpool,Away
Anthony Elanga,21,SWE,RW,22-177,62,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.1,4,0,19,29,65.5,1,17,1,2,0,19,29,65.5,304,97,11,12,91.7,4,6,66.7,3,6,50.0,0,0.1,0.3,1,0,0,0,1,29,25,4,1,0,0,7,0,3,3,0,0,19,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2,3,5,27,1,35,2,0,0.0,2,100.0,17,93,30,1,2,0,2,1,24,6,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,,Nott'ham Forest,Crystal Palace,Home
Callum Hudson-Odoi,14,ENG,LW,23-349,83,0,0,0,0,2,0,0,0,38,0,0,0,0.1,0.1,0.1,5,0,29,33,87.9,1,17,4,3,2,29,33,87.9,440,46,21,22,95.5,4,4,100.0,3,4,75.0,0,0.1,0.1,1,1,0,0,1,33,32,1,0,0,0,3,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,1,2,16,22,3,38,3,2,66.7,0,0.0,17,138,74,4,1,1,1,2,29,11,0,0,0,0,1,0,3,0,0,0,0,0,4,0,1,0.0,Nott'ham Forest,Crystal Palace,Home
Chris Wood,11,NZL,FW,32-319,83,1,0,0,0,4,2,0,0,22,0,0,0,0.9,0.9,0.1,1,0,8,14,57.1,0,8,0,0,0,8,14,57.1,81,8,3,8,37.5,2,2,100.0,0,0,,0,0.1,0.0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22,1,1,11,10,4,22,0,0,,0,,8,33,12,0,0,0,3,0,16,3,0,0,0,1,1,1,0,0,0,0,0,0,2,4,4,50.0,Nott'ham Forest,Crystal Palace,Home
Elliot Anderson,8,ENG,AM,21-350,77,0,0,0,0,4,2,1,0,59,1,0,2,0.3,0.3,0.9,11,0,39,43,90.7,4,26,4,6,6,39,43,90.7,687,220,15,16,93.8,18,18,100.0,4,7,57.1,0,0.9,0.6,5,5,2,1,4,43,39,4,1,1,0,5,0,3,1,2,0,39,0,0,1,0,0,1,0,0,1,0.0,1,2,1,1,0,1,0,0,59,1,5,30,25,4,59,6,6,100.0,0,0.0,26,152,92,4,0,1,3,2,37,3,1,0,0,3,1,0,5,0,0,0,0,0,4,3,1,75.0,Nott'ham Forest,Crystal Palace,Home
Jota Silva,20,POR,RW,25-081,28,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,1,5,20.0,0,7,1,3,1,1,5,20.0,15,0,0,1,0.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,14,0,4,3,7,5,14,3,1,33.3,2,66.7,7,57,33,1,1,2,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Nott'ham Forest,Crystal Palace,Home
Morato,4,BRA,CB,23-113,13,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,5,8,62.5,0,4,0,0,0,5,8,62.5,66,28,3,3,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,2,0,6,0,8,0,0,,0,,4,10,5,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Nott'ham Forest,Crystal Palace,Home
Murillo,5,BRA,CB,22-109,90,0,0,0,0,1,1,0,0,77,0,2,0,0.0,0.0,0.0,1,1,56,66,84.8,4,37,0,4,4,56,66,84.8,1018,429,26,28,92.9,23,26,88.5,6,10,60.0,0,0.0,0.0,0,5,0,0,4,66,56,10,4,0,2,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,8,0,77,18,36,38,4,1,77,4,4,100.0,0,0.0,37,194,126,0,2,0,0,1,45,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0.0,Nott'ham Forest,Crystal Palace,Home
Neco Williams,7,WAL,LM,23-191,13,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,10,13,76.9,1,9,1,1,1,10,13,76.9,156,87,7,7,100.0,2,2,100.0,1,2,50.0,0,0.0,0.0,1,1,1,0,1,13,10,3,0,0,0,2,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,16,1,1,2,13,1,16,1,1,100.0,0,0.0,9,24,12,1,0,1,0,0,11,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,Nott'ham Forest,Crystal Palace,Home
Nicolás Domínguez,16,ARG,"DM,CM",26-115,90,0,0,0,0,2,1,1,0,75,2,2,5,0.1,0.1,0.0,1,0,56,62,90.3,7,30,4,0,0,56,62,90.3,843,256,32,33,97.0,17,19,89.5,3,5,60.0,0,0.0,0.0,0,4,0,0,7,62,59,3,3,0,0,1,0,0,0,0,0,56,0,1,2,1,0,2,0,2,3,66.7,1,5,2,3,2,4,1,0,75,0,16,43,16,1,75,0,0,,0,,30,145,78,4,1,0,1,2,46,1,1,0,0,3,3,0,1,2,1,0,0,0,8,0,0,,Nott'ham Forest,Crystal Palace,Home
Nikola Milenković,31,SRB,CB,27-009,90,0,0,0,0,0,0,0,0,52,0,2,2,0.0,0.0,0.0,0,0,35,44,79.5,2,18,0,0,0,35,44,79.5,651,209,11,14,78.6,17,21,81.0,5,5,100.0,0,0.0,0.0,0,2,0,0,2,44,43,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,3,0,52,1,21,29,3,3,52,0,0,,0,,18,95,48,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,3,5,2,71.4,Nott'ham Forest,Crystal Palace,Home
Ola Aina,34,NGA,"RB,RM",28-013,90,0,0,0,0,0,0,0,0,63,2,2,2,0.0,0.0,0.0,2,0,38,51,74.5,8,30,5,4,0,38,51,74.5,584,248,22,25,88.0,13,17,76.5,2,5,40.0,0,0.0,0.0,0,6,1,1,8,51,38,13,0,0,0,2,13,0,0,0,0,38,0,3,2,2,1,1,0,1,1,100.0,0,2,0,2,2,4,0,0,63,2,18,20,25,0,63,4,0,0.0,2,50.0,30,220,142,5,4,0,2,0,32,1,0,0,0,0,2,1,2,2,2,0,0,0,3,0,0,,Nott'ham Forest,Crystal Palace,Home
